house_type;house_zip_code;house_rooms;house_square_meters;house_year;house_taxes;house_energy;house_ground_area;house_price
Villa;6100;7;130;86;1472;C;470;1575000;
Villa;8830;4;120;58;1329;C;1015;945000;
Villa;5881;6;220;17;2437;B;904;3895000;
Villa;6650;1;248;43;1102;E;1130;1125000;
Villa;5474;5;112;89;1409;D;767;888000;
Villa;9600;4;140;82;2276;D;14442;1495000;
Villa;7600;3;112;48;1403;D;770;995000;
Villa;9330;4;127;62;1174;C;788;825000;
Villa;7660;6;217;121;1555;E;13801;1345000;
Villa;7160;4;123;88;1502;D;406;950000;
Villa;6200;6;142;151;1763;F;19950;1145000;
Villa;8620;7;218;210;1366;D;3128;1798000;
Villa;6070;4;159;121;1521;F;2116;995000;
Villa;6500;4;134;48;1160;F;1041;995000;
Villa;9370;9;202;119;1539;C;824;1398000;
Villa;5330;5;138;4;2060;A10;1201;2295000;
Villa;8362;4;112;164;1934;D;250;1595000;
Villa;8600;6;159;91;2019;D;563;1495000;
Villa;4200;5;161;124;1875;D;639;1645000;
Villa;9220;8;194;47;2936;C;920;2195000;
Villa;7742;4;119;101;1946;C;1254;1695000;
Villa;7673;7;240;24;1647;D;1340;1995000;
Villa;9460;5;196;79;2133;E;57235;2750000;
Villa;6580;6;195;57;2438;C;1485;1695000;
Villa;6541;5;140;63;1234;F;1000;395000;
Villa;6270;6;185;61;1757;D;706;1275000;
Villa;9640;6;286;12;2372;B;18507;2995000;
Villa;7760;8;372;148;6635;D;10000;3975000;
Villa;6470;7;191;45;2033;E;978;1145000;
Villa;6360;8;200;74;1531;D;758;998000;
Villa;9280;5;155;0;4238;A15;903;3198000;
Villa;4780;4;106;101;1399;F;654;695000;
Villa;9632;10;312;121;2481;D;3305;1695000;
Villa;8300;5;230;47;2689;D;897;1798000;
Villa;6200;4;268;9;3253;A2;1082;4200000;
Villa;5471;6;321;41;3360;D;6055;1195000;
Villa;6430;4;118;69;1198;F;842;595000;
Villa;8620;5;151;6;1793;A10;794;2245000;
Villa;9800;4;106;56;2146;E;813;1775000;
Villa;6880;4;113;60;1102;C;745;765000;
Villa;8464;3;270;96;3568;D;5947;4250000;
Villa;6792;4;163;251;2108;E;7685;2195000;
Villa;9500;4;114;68;1748;D;1244;1345000;
Villa;5463;4;104;97;1503;F;4571;765000;
Villa;6771;6;161;93;1424;G;1305;525000;
Villa;5771;2;78;121;1102;D;690;620000;
Villa;8930;5;115;98;2050;E;564;1495000;
Villa;9480;2;103;144;955;E;318;295000;
Villa;9530;4;146;91;1307;E;925;545000;
Villa;9300;6;188;39;2335;E;757;2148000;
Villa;9330;7;193;54;2218;D;800;1595000;
Villa;7752;5;241;82;1776;D;8278;2495000;
Villa;8930;4;144;121;1401;E;1014;795000;
Villa;7000;4;115;48;2104;C;806;2295000;
Villa;7442;2;84;81;907;F;802;695000;
Villa;5750;4;109;48;1820;D;799;1150000;
Villa;9900;3;70;69;1517;C;586;995000;
Villa;4450;7;196;105;2550;D;1005;2195000;
Villa;5863;6;173;51;2017;D;929;1245000;
Villa;8660;4;115;126;2031;E;343;1599000;
Villa;8300;8;210;118;3088;C;3727;1745000;
Villa;4700;6;231;50;3377;C;928;2295000;
Villa;9900;7;191;196;2868;D;18953;3800000;
Villa;5953;5;100;89;712;G;552;245000;
Villa;9490;6;168;26;2138;D;35207;2498000;
Villa;5270;8;257;111;2958;E;963;2595000;
Villa;7000;4;106;121;1940;G;785;745000;
Villa;9300;4;118;75;1689;D;466;1198000;
Villa;6621;9;634;169;3861;D;20169;3495000;
Villa;5592;4;123;82;1426;F;945;595000;
Villa;4840;4;120;119;1096;G;1019;495000;
Villa;8920;3;84;65;1304;F;2000;1095000;
Villa;7680;6;153;43;1595;D;704;1495000;
Villa;9990;6;202;52;3006;C;1503;3495000;
Villa;4990;3;96;84;1852;E;1286;750000;
Villa;6623;3;150;119;969;C;698;1195000;
Villa;9460;3;119;110;952;G;640;325000;
Villa;6920;6;182;59;1270;D;1463;995000;
Villa;4736;4;196;69;4003;D;2638;3250000;
Villa;6500;7;180;56;1891;D;919;1195000;
Villa;6500;3;97;59;1015;E;521;435000;
Villa;7790;1;93;113;675;E;392;225000;
Villa;5690;11;319;49;2017;C;755;1675000;
Villa;9740;5;121;124;1273;D;672;495000;
Rækkehus;4840;5;200;15;1938;C;330;2495000;
Villa;9490;5;164;75;1742;D;1964;1395000;
Villa;8920;3;82;97;1002;D;565;595000;
Villa;7200;6;224;47;2168;C;951;1995000;
Villa;6400;5;138;57;1708;E;812;625000;
Villa;7550;4;72;70;1143;G;1002;695000;
Villa;9870;5;147;105;2281;D;3341;1595000;
Villa;6990;8;264;51;1253;E;3624;750000;
Villa;7900;5;172;141;1342;E;400;1095000;
Villa;9560;5;120;86;1662;D;444;745000;
Villa;4400;3;119;61;1747;D;770;1050000;
Rækkehus;5000;4;98;2;2043;A10;121;2825000;
Villa;5620;4;174;83;1768;E;1791;1195000;
Villa;8920;7;169;12;2659;B;807;4495000;
Villa;7200;4;138;101;972;B;2188;1195000;
Rækkehus;5000;4;97;2;2087;A10;166;2825000;
Villa;5610;6;237;144;1919;C;219;1095000;
Villa;6852;4;182;23;5731;C;11739;5995000;
Villa;9800;5;165;46;2653;D;1123;1799000;
Villa;6440;3;116;55;1691;D;701;795000;
Villa;8620;6;121;118;1640;D;1357;649000;
Villa;5610;3;117;49;1638;D;922;1145000;
Villa;6470;4;128;43;1684;C;932;1045000;
Rækkehus;5000;4;104;2;2071;A10;132;2895000;
Villa;8930;8;212;66;2232;C;918;1945000;
Villa;6851;5;161;106;1771;F;958;1148000;
Villa;9500;4;139;71;1431;C;900;1048000;
Villa;5690;5;221;41;2690;D;1081;3595000;
Villa;4892;21;770;110;4234;E;2624;2695000;
Villa;9850;4;162;54;1708;D;598;1245000;
Villa;7760;5;150;115;838;D;703;650000;
Villa;9500;5;130;69;1220;F;575;395000;
Villa;5450;6;122;88;1110;F;788;795000;
Villa;7790;4;129;90;1202;D;869;1150000;
Rækkehus;8200;5;66;201;1856;C;228;1295000;
Villa;9881;4;121;49;1360;E;756;965000;
Villa;7182;5;189;49;2383;D;1042;1349000;
Villa;9500;4;142;45;1548;D;917;1245000;
Villa;7451;6;249;121;1845;E;9351;1725000;
Villa;5600;7;168;62;1492;D;1937;1295000;
Villa;7430;6;197;50;2271;D;828;1595000;
Villa;7790;5;183;109;1989;C;3641;1795000;
Villa;7700;3;144;33;2062;C;1093;2145000;
Villa;5250;8;199;57;2385;C;828;3745000;
Villa;4534;2;65;64;1910;F;1284;765000;
Villa;8560;4;140;61;1690;E;950;998000;
Villa;8464;2;86;63;1769;D;678;1100000;
Villa;5690;7;258;46;2094;D;1587;1295000;
Villa;6070;6;135;24;1683;D;825;1495000;
Villa;4250;5;180;41;2006;C;1445;1649000;
Villa;8830;10;228;121;2057;D;1431;1895000;
Villa;6753;14;250;85;2353;E;352;650000;
Villa;8340;5;147;113;2153;G;619;1098000;
Villa;5450;10;312;134;3066;E;10780;2795000;
Villa;5762;4;433;71;4257;D;6266;4975000;
Villa;7260;3;102;74;1095;C;1455;498000;
Villa;4173;3;96;144;1620;E;934;845000;
Villa;4863;5;167;124;1852;F;3823;995000;
Villa;5900;4;138;46;2124;D;1647;1150000;
Villa;8920;6;247;68;2152;E;1504;1795000;
Villa;6000;6;182;55;2438;C;711;1995000;
Villa;9300;4;197;10;2235;C;1388;1995000;
Villa;9200;5;163;53;2791;C;945;2795000;
Villa;7840;4;117;65;1151;G;869;724000;
Villa;6920;4;243;121;1780;D;8655;995000;
Villa;7200;5;148;66;1181;D;809;1095000;
Villa;6740;4;108;113;1499;F;386;995000;
Villa;9370;4;129;34;1479;C;732;1095000;
Villa;9760;6;313;131;2168;D;1119;1295000;
Villa;5900;6;190;48;1776;C;1013;1325000;
Villa;5471;6;203;44;2190;D;850;1495000;
Villa;8300;9;200;60;1950;E;1250;1595000;
Villa;6980;5;198;151;1748;D;12418;1745000;
Villa;9600;5;156;71;1743;D;742;1895000;
Villa;5610;4;138;64;3452;C;2537;2999000;
Villa;6857;7;192;194;2668;E;19996;3995000;
Villa;4970;4;151;51;1606;C;874;695000;
Villa;8300;4;110;171;1994;C;692;1199000;
Villa;5580;7;170;111;1571;F;448;1450000;
Villa;4400;5;158;52;2786;D;989;1595000;
Villa;6100;6;180;60;2361;E;1140;1695000;
Villa;5462;8;287;244;2649;D;12758;3495000;
Villa;9600;7;235;14;2754;B;1056;3795000;
Villa;5750;5;191;151;2721;C;29624;3800000;
Villa;7660;6;233;84;2096;E;19999;4990000;
Villa;6372;5;135;101;930;G;1535;350000;
Villa;7770;4;138;72;1217;D;1366;350000;
Villa;7860;5;127;151;892;D;1216;595000;
Villa;6800;3;111;49;1542;E;805;795000;
Villa;6800;5;200;49;1338;D;1174;858000;
Villa;5881;9;344;184;3352;E;1662;4395000;
Villa;4872;4;120;56;1511;D;771;745000;
Villa;9940;5;158;92;2100;F;1292;795000;
Villa;6330;2;93;71;1193;E;682;975000;
Villa;4840;2;82;114;1684;G;1542;495000;
Villa;3720;6;250;121;2084;C;608;1485000;
Villa;5672;2;87;151;1023;D;760;595000;
Villa;9460;5;148;131;1097;E;6249;925000;
Villa;9690;4;211;85;1380;G;8699;290000;
Villa;8950;6;210;149;1447;C;9614;2099000;
Villa;9870;6;121;112;1104;D;698;495000;
Villa;9500;6;207;30;2255;C;1335;1695000;
Villa;3740;5;191;91;1488;D;916;1995000;
Villa;5592;3;69;121;1153;E;348;495000;
Ejerlejlighed;4780;4;285;119;3455;F;683;3850000;
Villa;7830;3;109;115;1389;E;6735;625000;
Villa;9881;3;152;50;1587;D;1031;495000;
Rækkehus;7200;3;82;36;1097;D;480;920000;
Villa;7800;4;112;56;1313;E;812;745000;
Villa;6093;4;112;144;1049;F;931;595000;
Villa;6580;10;254;83;2138;E;1124;1195000;
Villa;4990;5;131;91;1556;D;474;825000;
Villa;6300;10;380;111;2233;D;1181;1695000;
Villa;7600;4;124;48;1536;D;860;995000;
Villa;7000;4;152;89;2157;D;464;1850000;
Villa;7323;4;137;80;1335;B;794;795000;
Villa;5700;5;455;70;3752;D;1603;5198000;
Villa;4900;5;163;111;1722;E;524;995000;
Villa;5683;8;221;48;2266;C;1051;1475000;
Villa;5400;8;252;107;1995;C;5532;1995000;
Villa;4900;6;156;121;1296;B;2217;895000;
Villa;8740;5;157;52;1557;D;1058;1145000;
Villa;7441;7;220;48;2026;C;816;1695000;
Villa;6100;5;174;86;1511;D;893;930000;
Villa;7160;7;225;48;2203;C;1260;1145000;
Villa;4862;6;150;85;1769;E;577;1195000;
Villa;3210;5;143;44;2806;C;772;3295000;
Villa;9362;7;146;121;1320;C;508;995000;
Ejerlejlighed;8600;3;126;101;4039;D;407;2195000;
Villa;7800;5;126;100;842;D;1530;795000;
Villa;6330;3;284;63;1321;C;840;1275000;
Villa;9460;6;158;22;2070;C;1126;1995000;
Villa;9320;5;130;83;1254;D;1062;700000;
Ejerlejlighed;7600;3;103;114;1603;D;184;795000;
Villa;7330;5;159;101;1894;E;1241;1295000;
Villa;9900;2;82;91;1234;D;312;755000;
Villa;6230;5;165;43;1758;C;971;995000;
Villa;6100;5;156;95;2192;D;680;1295000;
Villa;6760;6;200;48;1767;D;920;1375000;
Villa;6100;4;160;171;1728;E;1103;995000;
Villa;8600;7;216;116;6091;D;13553;6995000;
Villa;8653;4;111;79;1684;F;867;1345000;
Villa;6780;5;179;85;1416;F;1160;795000;
Villa;7900;7;177;109;1853;F;1509;1475000;
Villa;4900;4;173;146;2440;D;5331;999000;
Villa;6300;6;225;109;2667;C;1652;1650000;
Villa;7600;3;104;89;1462;D;411;875000;
Villa;7620;5;120;90;1307;D;1190;1635000;
Villalejlighed;9240;4;147;119;2164;D;9369;1045000;
Villa;9230;7;148;101;2073;D;2507;995000;
Villa;7200;7;172;64;1338;C;899;1349000;
Villa;9210;5;117;92;2159;C;772;1899000;
Villa;8471;6;152;133;1833;E;1082;2597000;
Villa;7600;7;252;101;2286;E;16386;1295000;
Villa;8981;7;187;113;2242;D;12435;1695000;
Villa;9800;6;180;41;2582;C;1073;2770000;
Villa;7680;5;235;46;1612;C;1155;1100000;
Villa;4400;6;213;15;2774;C;1145;2995000;
Villa;9800;6;201;66;2404;D;799;2145000;
Villa;5450;3;132;98;2293;G;44860;1200000;
Villa;6670;3;108;171;1309;D;698;675000;
Villa;9620;5;159;94;1580;C;999;1398000;
Villa;9490;6;218;53;1596;C;709;1125000;
Villa;4652;5;145;42;2846;C;1815;2795000;
Villa;8930;5;176;16;1898;C;1092;2095000;
Villa;8920;7;163;43;2166;C;800;1795000;
Villa;9900;4;144;12;1907;B;407;3195000;
Villa;6980;4;88;59;1122;C;846;495000;
Villa;7200;5;168;102;1637;C;485;1345000;
Villa;9690;4;394;43;1160;E;3093;1195000;
Villa;8305;9;293;78;4524;F;1546;2600000;
Villa;9381;3;100;116;1190;F;484;595000;
Villa;4690;7;260;134;2590;B;1948;3295000;
Ejerlejlighed;4450;3;75;101;1331;E;763;615000;
Villa;6541;4;135;73;1321;C;551;1695000;
Villa;6520;6;205;46;1683;C;918;1295000;
Villa;6700;4;140;105;1736;C;668;1698000;
Villa;6000;4;122;101;2118;E;473;2895000;
Villa;5580;8;231;121;1552;E;347;1595000;
Villa;4300;7;194;111;2363;C;4901;3985000;
Villa;4400;8;267;121;2409;E;7769;2495000;
Villa;5683;5;198;94;1459;E;300;1175000;
Villa;4460;7;168;125;3146;D;5000;2195000;
Villa;6630;7;287;157;2164;D;12500;1695000;
Villa;9881;3;68;100;897;G;1571;400000;
Villa;9900;6;175;67;1442;D;808;545000;
Villa;7700;7;170;93;2308;E;734;2450000;
Villa;8981;6;206;39;2779;C;825;1898000;
Villa;8620;6;175;54;2155;D;879;1695000;
Villa;9800;7;320;46;2499;C;1378;1795000;
Villa;5881;5;295;50;2843;G;1174;3250000;
Villa;2970;4;125;151;4425;G;4871;3900000;
Villa;9740;4;93;121;834;G;583;364000;
Villa;7840;5;188;24;2958;C;1350;3295000;
Villa;7130;7;233;121;2884;D;1289;7495000;
Villa;4990;4;128;65;2038;E;1426;745000;
Villa;6280;4;201;84;1463;D;442;795000;
Villa;9900;4;146;37;2660;C;2401;3495000;
Villa;8560;5;147;1;2578;A15;882;2698000;
Villa;6950;8;255;148;2206;E;91263;3495000;
Villa;6340;5;143;62;1286;F;1331;799000;
Villa;4983;4;92;73;993;G;638;275000;
Villa;6430;4;96;67;1278;E;864;525000;
Villa;7400;6;226;13;3051;B;1525;4900000;
Villa;5750;6;145;71;1619;D;1183;950000;
Villa;9500;3;78;111;1482;E;749;595000;
Villa;8400;6;140;57;1982;E;1180;985000;
Villa;8850;2;85;65;1985;D;1230;895000;
Villa;6818;4;201;89;1647;D;1190;998000;
Villa;6430;3;71;66;1235;F;732;375000;
Villa;6300;3;130;77;1181;D;955;495000;
Villa;6640;4;90;144;1124;G;400;685000;
Villa;6360;4;88;114;2370;F;3342;1095000;
Villa;7700;2;81;125;958;C;114;940000;
Villa;6240;7;172;82;1578;G;800;545000;
Villa;6230;4;196;111;1432;D;734;535000;
Villa;7752;6;149;96;1277;D;10385;995000;
Villa;7620;5;135;101;1436;C;435;1065000;
Villa;4400;5;139;104;2490;C;802;1575000;
Villa;9440;4;120;121;1074;D;343;695000;
Villa;9800;5;155;54;2128;D;1053;1195000;
Villa;7752;5;159;103;1017;E;1873;275000;
Villa;7700;5;129;56;1480;G;1398;599000;
Villa;9460;6;162;84;1745;D;4432;1195000;
Villa;9382;5;109;57;1336;C;800;1095000;
Villa;8500;3;126;50;1758;D;1019;1275000;
Villa;8950;5;141;58;1257;D;799;795000;
Villa;6700;5;114;93;1999;C;538;1798000;
Villa;4420;3;90;56;1800;E;859;1295000;
Villa;8740;6;197;38;2172;D;1017;1299000;
Villa;9560;5;104;71;1736;C;650;1295000;
Villa;6740;4;179;151;1484;F;4117;798000;
Villa;6500;4;136;84;1543;E;591;995000;
Villa;9550;6;242;32;2496;D;2005;2495000;
Villa;9300;5;166;46;1943;C;707;1395000;
Villa;6800;3;103;68;2219;F;825;998000;
Villa;6070;7;203;161;1888;D;1682;1595000;
Villa;6823;6;172;101;1490;E;2401;875000;
Villa;7400;10;322;57;3818;C;2167;4495000;
Villa;8300;5;140;49;3037;D;869;2375000;
Villa;6920;9;203;40;1446;C;786;1399000;
Villa;6320;5;149;49;1798;E;787;1095000;
Villa;3200;10;379;71;5246;D;5014;5595000;
Villa;7120;4;123;88;2082;E;754;1195000;
Villa;7330;5;116;69;1650;F;1067;1495000;
Villa;8930;4;102;59;1207;E;1610;945000;
Villa;9330;3;115;77;1337;E;1035;495000;
Villa;9750;4;120;58;1192;F;1212;575000;
Villa;5300;5;126;43;2295;C;888;1695000;
Villa;7323;5;166;49;1625;D;1708;1395000;
Villa;6740;4;112;72;1799;E;826;1095000;
Villa;8400;3;114;43;1582;A1;1210;1945000;
Villa;5932;6;192;171;1321;E;2208;995000;
Villa;9870;6;217;174;2149;D;3778;2895000;
Villa;9480;5;130;101;1429;D;1304;1395000;
Villa;9982;6;219;35;2346;D;993;1795000;
Villa;9982;5;244;131;2096;E;360;745000;
Rækkehus;4300;4;127;144;2620;D;220;2295000;
Villa;6800;4;112;82;2210;D;646;2145000;
Villa;6094;5;171;29;2620;C;683;1595000;
Villa;5474;5;121;125;1436;F;706;620000;
Villa;6950;5;161;21;3038;C;4400;2995000;
Villa;4560;5;205;141;1954;C;75848;3400000;
Villa;9990;5;156;85;2334;D;517;3595000;
Ejerlejlighed;7120;3;106;27;2219;D;845;2695000;
Villa;5610;4;122;111;1312;D;690;735000;
Villa;4340;9;250;96;3542;G;1659;3995000;
Villa;9330;21;667;111;4664;D;5519;3699000;
Villa;8560;5;132;121;1103;E;838;695000;
Villa;6780;6;146;194;1067;E;10869;995000;
Villa;5485;5;172;244;1201;G;979;975000;
Villa;5700;5;147;101;2018;G;2016;2895000;
Villa;5953;8;252;42;1958;D;1092;995000;
Villa;6960;6;99;42;2128;D;907;1195000;
Villa;9850;4;141;74;1386;E;451;845000;
Villa;6340;7;257;8;2680;A10;1553;4695000;
Rækkehus;9900;3;90;61;1405;C;400;1195000;
Villa;5690;3;177;114;1797;D;1084;1195000;
Villa;5474;14;400;89;2522;E;1863;1249000;
Villa;8981;6;206;94;1826;E;905;1395000;
Villa;8960;4;151;96;1765;E;7190;1395000;
Villa;6630;6;191;167;1286;G;11058;1195000;
Villa;8832;4;122;69;1202;C;410;1465000;
Villa;7860;6;163;131;1279;C;1247;645000;
Villa;6857;7;204;86;2728;E;4860;1698000;
Villa;6510;9;242;51;1878;D;1351;1495000;
Villa;5900;5;135;83;1908;D;567;1745000;
Villa;7870;6;155;69;1144;D;1032;695000;
Villa;8586;6;187;41;1845;E;1036;1895000;
Villa;6270;5;165;346;2399;D;248;1895000;
Villa;6200;4;104;156;1671;C;191;875000;
Villa;5592;13;474;98;1674;C;969;2600000;
Villa;7000;5;146;55;1935;C;795;1435000;
Villa;7620;3;122;141;854;F;980;295000;
Villa;7080;4;100;55;2442;E;1125;1469000;
Villa;9700;4;132;99;1507;G;3202;795000;
Villa;3751;8;545;110;3578;C;3863;1798000;
Villa;4791;7;186;80;1942;E;656;895000;
Villa;9881;4;169;20;1838;C;883;1895000;
Villa;8766;3;96;70;1946;E;800;645000;
Villa;6740;5;161;17;2635;C;3795;3495000;
Villa;9500;5;90;71;1807;D;886;1245000;
Villa;9293;5;145;56;1591;E;1000;945000;
Rækkehus;7451;4;95;113;1037;C;290;650000;
Villalejlighed;4241;5;242;71;2093;D;1615;1445000;
Villa;5591;6;152;60;1414;D;384;1150000;
Villa;7323;5;133;45;1565;D;750;1150000;
Villa;7451;4;155;43;2167;E;3555;1895000;
Villa;8860;3;108;171;1134;D;1398;535000;
Villa;5700;9;269;141;2621;E;7153;1995000;
Villa;8410;7;210;88;2761;E;2043;2198000;
Villa;5985;9;312;131;2682;D;11205;2395000;
Villa;8800;5;175;78;3777;C;699;2695000;
Villa;9681;5;177;138;1387;C;589;595000;
Villa;9900;6;210;36;2587;E;1000;2595000;
Villa;6933;3;89;66;1409;G;1123;675000;
Villa;7790;5;140;133;847;E;810;299000;
Villa;7760;4;165;64;999;G;15000;895000;
Villa;6200;7;334;54;3306;D;1668;4200000;
Villa;7600;5;118;52;1441;F;711;795000;
Villa;6920;3;137;79;1927;C;1348;1095000;
Villa;9800;5;124;119;725;D;590;1145000;
Villa;7830;6;182;108;1619;D;703;845000;
Villa;9881;4;87;93;1312;E;700;1195000;
Villa;7673;6;165;24;1385;D;1163;950000;
Villa;6100;7;182;86;2340;E;689;1395000;
Villa;9280;4;98;34;1309;D;950;960000;
Villa;8300;5;251;108;4748;D;5887;3395000;
Villa;5250;6;147;56;1525;E;1025;1199000;
Villa;8400;8;175;85;1714;D;773;1095000;
Villa;8783;6;185;112;1495;D;827;1295000;
Villa;8400;4;238;9;5182;A15;885;6495000;
Villa;7700;3;108;84;1657;C;430;1275000;
Villa;7870;4;114;111;890;C;600;595000;
Villa;9620;6;133;29;1430;B;600;1298000;
Villa;5900;5;109;111;1854;E;825;1345000;
Villa;6753;6;205;181;1823;E;5586;1349000;
Villa;5450;6;213;83;2822;D;35426;3495000;
Villa;9230;7;297;59;3885;D;3377;4495000;
Villa;9320;6;151;44;1848;F;763;1375000;
Villa;7400;5;142;55;2062;D;637;1475000;
Villa;4873;3;126;141;1373;D;1574;1495000;
Villa;9240;10;417;124;3106;C;5317;2495000;
Villa;9990;4;144;115;3676;E;684;4495000;
Villa;8270;6;137;87;3019;C;667;5698000;
Villa;5230;5;201;108;5213;C;809;11700000;
Villa;6100;14;595;91;9508;C;5840;15000000;
Villa;6650;6;191;68;1738;D;1796;1645000;
Villa;4930;3;115;65;1039;E;941;400000;
Villa;7870;5;213;102;1695;D;7502;545000;
Villa;9460;5;149;121;1287;F;5080;975000;
Villa;6500;5;187;39;1577;D;834;1095000;
Villa;6971;8;285;72;1789;E;1057;1095000;
Villa;6100;6;173;141;2288;F;1181;1100000;
Villa;7600;3;166;36;1678;C;439;1295000;
Villa;7800;3;157;69;2234;D;573;1695000;
Villa;7182;5;170;22;2399;A20;822;2300000;
Villa;9850;2;90;72;1532;E;513;745000;
Villa;6430;6;191;50;1834;D;944;795000;
Villa;4773;3;103;60;1929;F;853;995000;
Villa;9370;3;120;77;1657;D;1062;1190000;
Villa;8831;4;113;75;1592;E;690;1495000;
Villa;7860;5;160;47;1073;C;1044;650000;
Villa;6933;4;93;57;1385;E;750;799000;
Villa;9620;4;119;71;1366;F;6348;880000;
Villa;6900;5;206;131;1383;D;2191;1245000;
Villa;8660;4;172;169;1558;D;642;2648000;
Villa;7741;4;242;68;1185;G;488;495000;
Villa;9700;7;181;57;1257;F;561;498000;
Villa;6100;6;320;111;1870;C;760;1695000;
Villa;9510;5;144;55;1278;D;705;545000;
Villa;7171;5;185;20;1968;C;6396;1750000;
Villa;6200;6;244;117;1712;E;1758;945000;
Villa;9700;3;84;67;1836;F;881;975000;
Villa;5500;6;228;15;2465;C;1122;2895000;
Villa;8660;4;168;111;2174;E;2913;3295000;
Villa;9970;4;148;89;1607;C;520;1095000;
Villa;5600;7;179;41;1651;D;720;1095000;
Villa;9700;3;106;57;1106;E;940;350000;
Villa;7130;7;245;59;2198;G;2210;2495000;
Villa;7870;6;200;121;1602;D;2362;1375000;
Villa;8723;6;207;121;2075;D;14841;2995000;
Villa;9982;5;169;88;1798;G;640;750000;
Villa;9681;5;166;46;1298;C;1800;885000;
Villa;9632;3;100;51;2378;F;1428;1250000;
Rækkehus;9850;4;154;60;1432;C;566;1370000;
Villa;9530;5;188;67;1905;E;21313;8495000;
Villa;4534;10;321;144;3963;E;2437;1750000;
Villa;9700;5;183;19;2544;C;2900;2445000;
Villa;9690;4;118;45;1214;D;994;645000;
Villa;9690;7;275;12;2010;A10;2327;2495000;
Villa;7480;3;105;61;1437;D;1225;1045000;
Villa;9560;4;118;14;1582;B;779;1250000;
Villa;6710;5;189;3;2706;A15;613;6995000;
Villa;9310;2;133;91;1556;C;394;1145000;
Villa;4792;5;184;161;2703;F;9178;2295000;
Villa;3230;4;115;49;3207;D;953;2195000;
Villa;9670;8;283;92;1720;C;2006;1295000;
Villa;6933;2;70;65;1281;E;749;395000;
Villa;7900;5;126;104;982;G;828;335000;
Villa;6520;3;93;43;1243;G;926;595000;
Villa;8840;4;166;72;1517;E;1650;1695000;
Villa;9460;4;151;121;1218;E;883;675000;
Villa;7830;4;173;119;1128;E;1621;845000;
Villa;8370;5;154;73;2116;D;578;2194000;
Villa;5900;4;100;144;1451;F;3808;545000;
Villa;8960;6;167;36;2445;E;846;1785000;
Villa;7330;5;142;71;1475;D;702;1275000;
Villa;4270;4;161;121;2298;G;1170;965000;
Villa;7950;4;98;58;928;E;480;365000;
Villa;4941;6;215;214;2143;C;3498;1395000;
Villa;6470;4;121;144;1364;G;1336;1050000;
Villa;6990;4;127;95;1280;C;1995;525000;
Villa;7752;4;138;40;1410;C;868;895000;
Villa;5884;6;171;44;1937;D;1008;1695000;
Villa;6372;7;179;71;906;D;1005;498000;
Villa;9370;4;191;64;1758;C;3120;1995000;
Villa;7361;5;178;81;1555;C;480;1145000;
Villa;7900;6;162;55;1212;F;1061;530000;
Villa;9600;4;165;99;1457;D;1527;599000;
Villa;4160;2;95;61;1910;F;14600;1995000;
Villa;8723;5;163;141;1650;E;604;1075000;
Villa;7900;4;103;34;1143;G;905;545000;
Villa;5772;5;128;115;1139;F;1789;775000;
Villa;6780;6;212;117;2103;D;1537;695000;
Villa;5800;3;102;65;2429;F;784;1295000;
Rækkehus;7130;2;67;124;879;D;151;559000;
Villa;7950;5;118;63;1186;E;800;575000;
Villa;5800;5;160;49;1977;E;876;1295000;
Villa;5600;5;161;86;1020;D;1264;1595000;
Villa;9881;4;130;48;1528;C;854;895000;
Villa;4750;7;206;36;2903;C;1453;2975000;
Villa;9881;5;115;91;1442;G;2345;350000;
Villa;7500;4;129;104;1316;C;406;1975000;
Villa;7900;5;184;95;1565;F;2542;695000;
Villa;7900;5;126;75;1333;D;633;790000;
Villa;9440;4;108;79;1774;E;800;1195000;
Villa;7755;14;728;111;3868;E;847;2000000;
Villa;9490;8;214;18;2024;C;3032;1795000;
Villa;5610;6;208;101;2678;C;825;2145000;
Villa;6300;8;272;120;2413;C;701;2150000;
Villa;7950;6;222;137;1030;E;7638;995000;
Villa;7970;3;110;83;902;C;460;525000;
Villa;8305;4;102;68;1216;F;1000;895000;
Villa;9681;6;233;44;1614;C;900;995000;
Villa;9574;6;163;171;1269;E;3130;1198000;
Villa;9574;5;132;344;1445;D;1758;798000;
Villa;9900;6;277;8;3344;A20;1040;3995000;
Villa;6100;5;191;49;1864;C;1510;895000;
Villa;7900;7;172;71;916;C;688;845000;
Villa;7755;4;130;48;1179;D;836;595000;
Villa;4912;5;150;144;1411;E;3305;1195000;
Villa;5600;4;165;244;1813;F;1685;995000;
Villa;4970;10;346;132;1946;C;10000;2250000;
Villa;4500;4;145;88;2144;E;968;1595000;
Villa;9460;7;400;123;1494;E;5585;998000;
Villa;7500;5;120;86;1663;C;2486;995000;
Villa;9310;3;139;49;2076;D;1020;1250000;
Villa;7900;5;169;114;953;D;4155;1395000;
Villa;8850;3;128;64;1553;E;859;1275000;
Villa;9480;6;78;61;2674;E;855;2098000;
Villa;7260;7;244;53;1780;C;1000;1245000;
Villa;6070;3;73;74;1543;C;406;895000;
Villa;6200;4;139;67;1901;D;731;1385000;
Villa;6740;4;183;171;1481;E;4854;2195000;
Villa;8740;5;138;93;1987;D;967;1145000;
Villa;8870;6;233;55;1880;F;2992;1698000;
Villa;5700;4;88;75;1755;C;458;1250000;
Villa;8471;5;163;39;3095;D;1450;2295000;
